article_id,date,source,country,group,phase,language,gdelt_tone,gdelt_positive_score,gdelt_negative_score,num_mentions,num_sources
gdelt_000238,2026-01-19,Nikkei Asia,Japan,Oil-Dependent,BASELINE,en,-1.99,0.21,4.49,7,1
gdelt_000239,2026-01-19,The Hindu,India,Oil-Dependent,BASELINE,en,-0.87,1.64,3.31,49,15
gdelt_000240,2026-01-19,Manila Bulletin,Philippines,Oil-Dependent,BASELINE,en,0.53,1.49,0.0,3,5
gdelt_000241,2026-01-19,NRK,Norway,Oil-Independent,BASELINE,en,2.35,2.36,0.0,20,5
gdelt_000242,2026-01-19,VG,Norway,Oil-Independent,BASELINE,en,1.74,3.02,1.1,45,13
gdelt_000243,2026-01-19,Sydney Morning Herald,Australia,Oil-Independent,BASELINE,en,-0.46,1.42,1.73,40,9
gdelt_000244,2026-01-19,ABC Australia,Australia,Oil-Independent,BASELINE,en,3.37,5.6,0.0,49,5
gdelt_000245,2026-01-19,Tasnim,Iran,Conflict-Zone,BASELINE,fa,1.65,2.77,1.31,26,11
gdelt_000246,2026-01-19,Fars News,Iran,Conflict-Zone,BASELINE,fa,-2.35,0.0,3.77,12,11
gdelt_000247,2026-01-19,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,2.35,3.26,0.0,30,7
gdelt_000248,2026-01-19,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,-2.93,0.0,5.47,7,10
gdelt_000249,2026-01-20,Nikkei Asia,Japan,Oil-Dependent,BASELINE,en,-2.47,0.0,5.09,22,9
gdelt_000250,2026-01-20,Nikkei Asia,Japan,Oil-Dependent,BASELINE,en,-0.04,0.21,2.65,26,14
gdelt_000251,2026-01-20,Times of India,India,Oil-Dependent,BASELINE,en,-1.66,0.0,2.48,32,7
gdelt_000252,2026-01-20,National Post,Canada,Oil-Independent,BASELINE,en,-0.16,1.63,2.93,1,5
gdelt_000253,2026-01-20,National Post,Canada,Oil-Independent,BASELINE,en,1.15,1.16,0.0,14,8
gdelt_000254,2026-01-20,Fox News,USA,Oil-Independent,BASELINE,en,1.25,2.31,0.0,12,2
gdelt_000255,2026-01-20,O Globo,Brazil,Oil-Independent,BASELINE,en,-2.54,0.02,5.4,41,2
gdelt_000256,2026-01-20,Sydney Morning Herald,Australia,Oil-Independent,BASELINE,en,-0.12,0.24,0.6,39,12
gdelt_000257,2026-01-20,BBC,UK,Oil-Independent,BASELINE,en,-2.81,0.0,3.42,18,12
gdelt_000258,2026-01-20,Press TV,Iran,Conflict-Zone,BASELINE,fa,-3.11,0.0,4.51,27,7
gdelt_000259,2026-01-20,Tehran Times,Iran,Conflict-Zone,BASELINE,fa,0.8,2.58,0.0,41,10
gdelt_000260,2026-01-21,Nikkei Asia,Japan,Oil-Dependent,BASELINE,en,2.51,3.93,0.0,30,8
gdelt_000261,2026-01-21,Times of India,India,Oil-Dependent,BASELINE,en,-1.35,0.82,4.29,25,11
gdelt_000262,2026-01-21,Times of India,India,Oil-Dependent,BASELINE,en,4.95,7.11,0.0,44,10
gdelt_000263,2026-01-21,Manila Bulletin,Philippines,Oil-Dependent,BASELINE,en,1.99,4.61,0.56,34,14
gdelt_000264,2026-01-21,Manila Bulletin,Philippines,Oil-Dependent,BASELINE,en,-0.6,2.12,2.06,50,15
gdelt_000265,2026-01-21,Dawn,Pakistan,Oil-Dependent,BASELINE,en,-0.42,0.79,1.92,28,14
gdelt_000266,2026-01-21,Dhaka Tribune,Bangladesh,Oil-Dependent,BASELINE,en,-0.35,1.24,0.41,39,8
gdelt_000267,2026-01-21,Dhaka Tribune,Bangladesh,Oil-Dependent,BASELINE,en,2.08,4.42,0.0,37,3
gdelt_000268,2026-01-21,Aftenposten,Norway,Oil-Independent,BASELINE,en,0.69,1.92,0.89,16,2
gdelt_000269,2026-01-21,Aftenposten,Norway,Oil-Independent,BASELINE,en,-0.29,1.89,2.29,23,5
gdelt_000270,2026-01-21,National Post,Canada,Oil-Independent,BASELINE,en,-1.76,0.0,3.54,46,14
gdelt_000271,2026-01-21,Globe and Mail,Canada,Oil-Independent,BASELINE,en,1.15,2.59,0.0,5,11
gdelt_000272,2026-01-21,Fox News,USA,Oil-Independent,BASELINE,en,3.92,5.55,0.0,33,15
gdelt_000273,2026-01-21,AP News,USA,Oil-Independent,BASELINE,en,0.23,1.88,2.1,49,4
gdelt_000274,2026-01-21,Folha de S.Paulo,Brazil,Oil-Independent,BASELINE,en,1.79,2.6,0.0,26,2
gdelt_000275,2026-01-21,Tolo News,Afghanistan,Oil-Dependent,BASELINE,fa,-0.55,1.16,1.4,5,10
gdelt_000276,2026-01-21,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,-0.21,0.35,1.12,14,5
gdelt_000277,2026-01-22,Japan Times,Japan,Oil-Dependent,BASELINE,en,5.21,6.01,0.0,31,6
gdelt_000278,2026-01-22,Nikkei Asia,Japan,Oil-Dependent,BASELINE,en,0.25,2.14,2.18,6,9
gdelt_000279,2026-01-22,The Hindu,India,Oil-Dependent,BASELINE,en,-0.45,1.34,2.36,23,4
gdelt_000280,2026-01-22,Rappler,Philippines,Oil-Dependent,BASELINE,en,-3.61,0.0,6.37,18,5
gdelt_000281,2026-01-22,Dawn,Pakistan,Oil-Dependent,BASELINE,en,-2.74,0.0,3.53,8,15
gdelt_000282,2026-01-22,Dhaka Tribune,Bangladesh,Oil-Dependent,BASELINE,en,-1.29,0.0,2.08,7,1
gdelt_000283,2026-01-22,National Post,Canada,Oil-Independent,BASELINE,en,1.55,2.41,0.71,15,14
gdelt_000284,2026-01-22,Financial Times,UK,Oil-Independent,BASELINE,en,2.36,3.68,0.0,48,10
gdelt_000285,2026-01-22,BBC,UK,Oil-Independent,BASELINE,en,1.3,1.46,0.0,6,4
gdelt_000286,2026-01-22,IRNA,Iran,Conflict-Zone,BASELINE,fa,1.25,3.72,0.8,26,14
gdelt_000287,2026-01-22,Press TV,Iran,Conflict-Zone,BASELINE,fa,0.09,0.56,0.71,5,11
gdelt_000288,2026-01-22,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,1.51,2.14,0.9,12,14
gdelt_000289,2026-01-23,Japan Times,Japan,Oil-Dependent,BASELINE,en,2.3,3.9,0.02,44,6
gdelt_000290,2026-01-23,Times of India,India,Oil-Dependent,BASELINE,en,-1.9,0.0,3.28,27,2
gdelt_000291,2026-01-23,The Hindu,India,Oil-Dependent,BASELINE,en,-1.74,0.0,4.17,46,12
gdelt_000292,2026-01-23,Dawn,Pakistan,Oil-Dependent,BASELINE,en,-2.56,0.0,3.49,49,15
gdelt_000293,2026-01-23,Korea Herald,South Korea,Oil-Dependent,BASELINE,en,-0.62,0.12,0.65,20,6
gdelt_000294,2026-01-23,Aftenposten,Norway,Oil-Independent,BASELINE,en,-1.96,0.0,3.2,27,7
gdelt_000295,2026-01-23,VG,Norway,Oil-Independent,BASELINE,en,2.23,5.16,0.5,27,6
gdelt_000296,2026-01-23,National Post,Canada,Oil-Independent,BASELINE,en,-1.3,0.0,3.88,18,13
gdelt_000297,2026-01-23,National Post,Canada,Oil-Independent,BASELINE,en,-0.23,2.11,0.9,22,4
gdelt_000298,2026-01-23,Reuters,USA,Oil-Independent,BASELINE,en,0.34,3.3,0.66,41,3
gdelt_000299,2026-01-23,Fox News,USA,Oil-Independent,BASELINE,en,-3.66,0.0,4.41,34,11
gdelt_000300,2026-01-23,Folha de S.Paulo,Brazil,Oil-Independent,BASELINE,en,2.61,2.83,0.0,42,5
gdelt_000301,2026-01-23,Folha de S.Paulo,Brazil,Oil-Independent,BASELINE,en,1.58,2.03,0.0,16,2
gdelt_000302,2026-01-23,Tasnim,Iran,Conflict-Zone,BASELINE,fa,-1.11,0.17,2.12,50,14
gdelt_000303,2026-01-24,NDTV,India,Oil-Dependent,BASELINE,en,-2.4,0.0,5.13,17,10
gdelt_000304,2026-01-24,NDTV,India,Oil-Dependent,BASELINE,en,0.45,2.76,2.47,3,9
gdelt_000305,2026-01-24,Rappler,Philippines,Oil-Dependent,BASELINE,en,3.89,4.11,0.0,47,3
gdelt_000306,2026-01-24,Dawn,Pakistan,Oil-Dependent,BASELINE,en,1.21,3.0,0.43,17,6
gdelt_000307,2026-01-24,Daily Star BD,Bangladesh,Oil-Dependent,BASELINE,en,0.67,1.54,1.05,49,12
gdelt_000308,2026-01-24,Daily Star BD,Bangladesh,Oil-Dependent,BASELINE,en,1.58,3.89,0.83,34,5
gdelt_000309,2026-01-24,VG,Norway,Oil-Independent,BASELINE,en,2.5,5.35,0.24,50,15
gdelt_000310,2026-01-24,VG,Norway,Oil-Independent,BASELINE,en,0.72,3.47,0.0,7,12
gdelt_000311,2026-01-24,CBC,Canada,Oil-Independent,BASELINE,en,2.52,4.26,0.0,10,10
gdelt_000312,2026-01-24,National Post,Canada,Oil-Independent,BASELINE,en,1.31,2.76,0.0,46,14
gdelt_000313,2026-01-24,The Guardian,UK,Oil-Independent,BASELINE,en,2.81,3.84,0.0,26,1
gdelt_000314,2026-01-24,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,1.33,3.28,1.37,30,11
gdelt_000315,2026-01-24,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,-0.14,0.48,0.79,35,8
gdelt_000316,2026-01-25,The Hindu,India,Oil-Dependent,BASELINE,en,-3.21,0.0,4.44,25,12
gdelt_000317,2026-01-25,The Hindu,India,Oil-Dependent,BASELINE,en,0.04,0.51,0.97,41,7
gdelt_000318,2026-01-25,Dawn,Pakistan,Oil-Dependent,BASELINE,en,-1.74,0.0,1.97,5,7
gdelt_000319,2026-01-25,Dawn,Pakistan,Oil-Dependent,BASELINE,en,-0.95,0.0,1.22,41,2
gdelt_000320,2026-01-25,Yonhap,South Korea,Oil-Dependent,BASELINE,en,0.97,3.22,0.31,43,3
gdelt_000321,2026-01-25,Daily Star BD,Bangladesh,Oil-Dependent,BASELINE,en,-0.95,0.0,2.89,16,8
gdelt_000322,2026-01-25,Dhaka Tribune,Bangladesh,Oil-Dependent,BASELINE,en,0.11,0.36,0.9,30,1
gdelt_000323,2026-01-25,NRK,Norway,Oil-Independent,BASELINE,en,0.38,2.65,0.6,29,6
gdelt_000324,2026-01-25,CBC,Canada,Oil-Independent,BASELINE,en,-0.35,0.0,2.78,30,13
gdelt_000325,2026-01-25,CBC,Canada,Oil-Independent,BASELINE,en,-3.52,0.0,4.06,30,8
gdelt_000326,2026-01-25,AP News,USA,Oil-Independent,BASELINE,en,-1.11,0.0,1.78,38,3
gdelt_000327,2026-01-25,O Globo,Brazil,Oil-Independent,BASELINE,en,1.19,3.52,0.0,25,8
gdelt_000328,2026-01-25,O Globo,Brazil,Oil-Independent,BASELINE,en,-2.42,0.0,2.49,44,12
gdelt_000329,2026-01-25,BBC,UK,Oil-Independent,BASELINE,en,1.84,3.38,0.21,7,15
gdelt_000330,2026-01-25,BBC,UK,Oil-Independent,BASELINE,en,1.86,3.48,0.91,16,1
gdelt_000331,2026-01-25,IRNA,Iran,Conflict-Zone,BASELINE,fa,2.01,4.49,0.0,31,12
gdelt_000332,2026-01-25,IRNA,Iran,Conflict-Zone,BASELINE,fa,1.95,2.29,0.0,25,8
gdelt_000333,2026-01-25,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,1.64,1.68,0.32,40,6
gdelt_000334,2026-01-26,Rappler,Philippines,Oil-Dependent,BASELINE,en,-0.95,0.89,2.48,21,14
gdelt_000335,2026-01-26,Manila Bulletin,Philippines,Oil-Dependent,BASELINE,en,1.42,4.05,0.83,22,10
gdelt_000336,2026-01-26,Dhaka Tribune,Bangladesh,Oil-Dependent,BASELINE,en,-1.58,0.0,3.82,42,10
gdelt_000337,2026-01-26,National Post,Canada,Oil-Independent,BASELINE,en,1.82,2.89,0.0,38,11
gdelt_000338,2026-01-26,National Post,Canada,Oil-Independent,BASELINE,en,-2.97,0.0,5.3,50,15
gdelt_000339,2026-01-26,AP News,USA,Oil-Independent,BASELINE,en,-0.24,0.51,3.12,38,15
gdelt_000340,2026-01-26,AP News,USA,Oil-Independent,BASELINE,en,1.14,3.22,0.0,2,2
gdelt_000341,2026-01-26,O Globo,Brazil,Oil-Independent,BASELINE,en,0.07,3.0,1.8,38,9
gdelt_000342,2026-01-26,O Globo,Brazil,Oil-Independent,BASELINE,en,-2.1,0.0,4.16,13,3
gdelt_000343,2026-01-26,IRNA,Iran,Conflict-Zone,BASELINE,fa,4.15,6.57,0.0,23,7
gdelt_000344,2026-01-26,Tasnim,Iran,Conflict-Zone,BASELINE,fa,1.46,3.83,0.86,6,15
gdelt_000345,2026-01-26,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,-0.3,2.05,2.89,18,8
gdelt_000346,2026-01-27,Japan Times,Japan,Oil-Dependent,BASELINE,en,-0.7,1.96,3.25,9,13
gdelt_000347,2026-01-27,Japan Times,Japan,Oil-Dependent,BASELINE,en,2.66,4.42,0.0,47,2
gdelt_000348,2026-01-27,Times of India,India,Oil-Dependent,BASELINE,en,-0.77,0.39,3.75,33,12
gdelt_000349,2026-01-27,The Hindu,India,Oil-Dependent,BASELINE,en,-1.18,0.95,2.01,26,14
gdelt_000350,2026-01-27,Geo News,Pakistan,Oil-Dependent,BASELINE,en,0.25,1.7,2.34,10,9
gdelt_000351,2026-01-27,Yonhap,South Korea,Oil-Dependent,BASELINE,en,0.07,0.59,2.54,45,1
gdelt_000352,2026-01-27,Yonhap,South Korea,Oil-Dependent,BASELINE,en,-1.54,0.0,1.83,11,1
gdelt_000353,2026-01-27,NRK,Norway,Oil-Independent,BASELINE,en,-2.65,0.04,2.69,20,12
gdelt_000354,2026-01-27,CBC,Canada,Oil-Independent,BASELINE,en,3.62,5.31,0.0,9,8
gdelt_000355,2026-01-27,Fox News,USA,Oil-Independent,BASELINE,en,1.26,1.75,0.0,5,10
gdelt_000356,2026-01-27,Reuters,USA,Oil-Independent,BASELINE,en,5.38,7.14,0.0,41,3
gdelt_000357,2026-01-27,Folha de S.Paulo,Brazil,Oil-Independent,BASELINE,en,-1.79,0.0,3.07,33,10
gdelt_000358,2026-01-27,ABC Australia,Australia,Oil-Independent,BASELINE,en,4.09,5.56,0.0,21,2
gdelt_000359,2026-01-27,Sydney Morning Herald,Australia,Oil-Independent,BASELINE,en,0.04,0.43,1.82,30,11
gdelt_000360,2026-01-27,The Guardian,UK,Oil-Independent,BASELINE,en,0.84,2.85,1.79,37,4
gdelt_000361,2026-01-27,Tehran Times,Iran,Conflict-Zone,BASELINE,fa,3.58,6.31,0.0,32,8
gdelt_000362,2026-01-27,Press TV,Iran,Conflict-Zone,BASELINE,fa,0.85,2.66,1.11,6,1
gdelt_000363,2026-01-27,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,-0.44,0.0,2.34,46,5
gdelt_000364,2026-01-28,Japan Times,Japan,Oil-Dependent,BASELINE,en,-1.02,0.25,2.74,9,7
gdelt_000365,2026-01-28,NHK World,Japan,Oil-Dependent,BASELINE,en,-2.93,0.0,5.24,5,3
gdelt_000366,2026-01-28,The Hindu,India,Oil-Dependent,BASELINE,en,1.57,3.18,0.0,46,14
gdelt_000367,2026-01-28,Aftenposten,Norway,Oil-Independent,BASELINE,en,2.02,4.48,0.0,8,4
gdelt_000368,2026-01-28,VG,Norway,Oil-Independent,BASELINE,en,-1.8,0.0,4.21,45,13
gdelt_000369,2026-01-28,AP News,USA,Oil-Independent,BASELINE,en,0.73,2.36,1.42,7,13
gdelt_000370,2026-01-28,Folha de S.Paulo,Brazil,Oil-Independent,BASELINE,en,-2.55,0.0,4.35,17,8
gdelt_000371,2026-01-28,Sky News,UK,Oil-Independent,BASELINE,en,-0.85,1.38,1.37,38,6
gdelt_000372,2026-01-28,The Guardian,UK,Oil-Independent,BASELINE,en,3.86,6.35,0.0,45,5
gdelt_000373,2026-01-28,IRNA,Iran,Conflict-Zone,BASELINE,fa,-0.94,1.26,2.48,28,13
gdelt_000374,2026-01-28,Tolo News,Afghanistan,Oil-Dependent,BASELINE,fa,1.44,3.95,0.0,13,3
gdelt_000375,2026-01-28,Tolo News,Afghanistan,Oil-Dependent,BASELINE,fa,-2.31,0.0,4.38,43,5
gdelt_000376,2026-01-29,NHK World,Japan,Oil-Dependent,BASELINE,en,2.84,3.24,0.0,27,2
gdelt_000377,2026-01-29,NHK World,Japan,Oil-Dependent,BASELINE,en,-0.58,2.37,1.29,50,5
gdelt_000378,2026-01-29,NDTV,India,Oil-Dependent,BASELINE,en,1.36,3.63,0.0,15,7
gdelt_000379,2026-01-29,Times of India,India,Oil-Dependent,BASELINE,en,0.72,1.81,0.0,23,7
gdelt_000380,2026-01-29,Manila Bulletin,Philippines,Oil-Dependent,BASELINE,en,0.71,3.62,0.38,20,1
gdelt_000381,2026-01-29,Yonhap,South Korea,Oil-Dependent,BASELINE,en,-1.41,0.0,2.31,39,13
gdelt_000382,2026-01-29,Dhaka Tribune,Bangladesh,Oil-Dependent,BASELINE,en,-2.29,0.65,5.29,34,4
gdelt_000383,2026-01-29,Dhaka Tribune,Bangladesh,Oil-Dependent,BASELINE,en,-0.82,1.44,2.47,8,7
gdelt_000384,2026-01-29,VG,Norway,Oil-Independent,BASELINE,en,-1.75,1.01,2.07,48,14
gdelt_000385,2026-01-29,NRK,Norway,Oil-Independent,BASELINE,en,-1.16,0.0,2.73,49,9
gdelt_000386,2026-01-29,Fox News,USA,Oil-Independent,BASELINE,en,-0.8,1.27,2.06,32,8
gdelt_000387,2026-01-29,Reuters,USA,Oil-Independent,BASELINE,en,-1.66,1.32,2.66,15,6
gdelt_000388,2026-01-29,Folha de S.Paulo,Brazil,Oil-Independent,BASELINE,en,3.07,5.66,0.0,1,1
gdelt_000389,2026-01-29,Sydney Morning Herald,Australia,Oil-Independent,BASELINE,en,0.34,1.57,1.14,44,8
gdelt_000390,2026-01-29,Sydney Morning Herald,Australia,Oil-Independent,BASELINE,en,0.78,1.53,0.0,12,8
gdelt_000391,2026-01-29,The Guardian,UK,Oil-Independent,BASELINE,en,-0.88,0.39,2.22,39,11
gdelt_000392,2026-01-29,The Guardian,UK,Oil-Independent,BASELINE,en,0.91,1.01,2.09,35,11
gdelt_000393,2026-01-29,Press TV,Iran,Conflict-Zone,BASELINE,fa,0.5,1.08,1.61,10,11
gdelt_000394,2026-01-30,Times of India,India,Oil-Dependent,BASELINE,en,2.95,4.22,0.0,19,12
gdelt_000395,2026-01-30,Dawn,Pakistan,Oil-Dependent,BASELINE,en,1.71,3.15,0.0,31,4
gdelt_000396,2026-01-30,Daily Star BD,Bangladesh,Oil-Dependent,BASELINE,en,-1.83,0.0,4.82,7,7
gdelt_000397,2026-01-30,NRK,Norway,Oil-Independent,BASELINE,en,3.03,3.9,0.0,50,15
gdelt_000398,2026-01-30,National Post,Canada,Oil-Independent,BASELINE,en,-0.35,1.15,2.92,49,2
gdelt_000399,2026-01-30,AP News,USA,Oil-Independent,BASELINE,en,4.18,5.24,0.0,19,1
gdelt_000400,2026-01-30,Folha de S.Paulo,Brazil,Oil-Independent,BASELINE,en,-2.86,0.0,3.08,27,13
gdelt_000401,2026-01-30,Folha de S.Paulo,Brazil,Oil-Independent,BASELINE,en,0.29,2.28,0.73,4,5
gdelt_000402,2026-01-30,ABC Australia,Australia,Oil-Independent,BASELINE,en,2.41,3.46,0.0,33,1
gdelt_000403,2026-01-30,Sydney Morning Herald,Australia,Oil-Independent,BASELINE,en,1.56,3.94,1.25,11,13
gdelt_000404,2026-01-30,Sky News,UK,Oil-Independent,BASELINE,en,0.65,2.45,1.02,49,11
gdelt_000405,2026-01-30,Financial Times,UK,Oil-Independent,BASELINE,en,-0.69,0.0,2.6,18,7
gdelt_000406,2026-01-30,Tehran Times,Iran,Conflict-Zone,BASELINE,fa,-1.28,0.0,3.99,16,14
gdelt_000407,2026-01-30,Fars News,Iran,Conflict-Zone,BASELINE,fa,0.37,2.45,2.34,21,2
gdelt_000408,2026-01-30,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,-0.73,1.52,2.56,21,8
gdelt_000409,2026-01-31,Manila Bulletin,Philippines,Oil-Dependent,BASELINE,en,-2.08,0.0,2.65,46,13
gdelt_000410,2026-01-31,Dawn,Pakistan,Oil-Dependent,BASELINE,en,2.72,3.56,0.0,28,9
gdelt_000411,2026-01-31,Geo News,Pakistan,Oil-Dependent,BASELINE,en,0.88,1.79,1.57,30,4
gdelt_000412,2026-01-31,Daily Star BD,Bangladesh,Oil-Dependent,BASELINE,en,1.18,3.95,0.08,42,7
gdelt_000413,2026-01-31,VG,Norway,Oil-Independent,BASELINE,en,0.03,1.6,0.37,40,7
gdelt_000414,2026-01-31,Globe and Mail,Canada,Oil-Independent,BASELINE,en,1.3,2.9,1.26,30,5
gdelt_000415,2026-01-31,National Post,Canada,Oil-Independent,BASELINE,en,-1.97,0.06,4.07,42,2
gdelt_000416,2026-01-31,O Globo,Brazil,Oil-Independent,BASELINE,en,0.13,3.04,0.62,49,15
gdelt_000417,2026-01-31,O Globo,Brazil,Oil-Independent,BASELINE,en,2.39,5.36,0.0,1,14
gdelt_000418,2026-01-31,ABC Australia,Australia,Oil-Independent,BASELINE,en,2.3,4.99,0.0,38,15
gdelt_000419,2026-01-31,Sydney Morning Herald,Australia,Oil-Independent,BASELINE,en,2.04,2.56,0.0,14,9
gdelt_000420,2026-01-31,Financial Times,UK,Oil-Independent,BASELINE,en,-1.07,0.0,2.09,38,5
gdelt_000421,2026-01-31,IRNA,Iran,Conflict-Zone,BASELINE,fa,1.58,1.76,0.0,40,8
gdelt_000422,2026-02-01,Manila Bulletin,Philippines,Oil-Dependent,BASELINE,en,-1.08,1.09,2.58,20,10
gdelt_000423,2026-02-01,Philippine Star,Philippines,Oil-Dependent,BASELINE,en,0.77,0.88,1.72,25,14
gdelt_000424,2026-02-01,Korea Herald,South Korea,Oil-Dependent,BASELINE,en,-1.42,0.0,3.84,30,11
gdelt_000425,2026-02-01,Dhaka Tribune,Bangladesh,Oil-Dependent,BASELINE,en,-1.28,1.26,4.14,22,12
gdelt_000426,2026-02-01,VG,Norway,Oil-Independent,BASELINE,en,2.08,3.35,0.0,48,1
gdelt_000427,2026-02-01,CBC,Canada,Oil-Independent,BASELINE,en,3.11,4.87,0.0,16,4
gdelt_000428,2026-02-01,CBC,Canada,Oil-Independent,BASELINE,en,0.81,2.55,2.17,22,11
gdelt_000429,2026-02-01,O Globo,Brazil,Oil-Independent,BASELINE,en,2.23,3.66,0.07,5,12
gdelt_000430,2026-02-01,ABC Australia,Australia,Oil-Independent,BASELINE,en,1.59,3.8,0.0,18,12
gdelt_000431,2026-02-01,ABC Australia,Australia,Oil-Independent,BASELINE,en,-1.92,0.0,2.18,33,15
gdelt_000432,2026-02-01,The Guardian,UK,Oil-Independent,BASELINE,en,3.4,5.54,0.0,41,6
gdelt_000433,2026-02-01,The Guardian,UK,Oil-Independent,BASELINE,en,0.69,2.75,0.74,15,12
gdelt_000434,2026-02-01,Fars News,Iran,Conflict-Zone,BASELINE,fa,-1.92,0.0,4.38,19,12
gdelt_000435,2026-02-01,Pajhwok,Afghanistan,Oil-Dependent,BASELINE,fa,2.47,5.44,0.0,16,4
gdelt_000436,2026-02-01,Tolo News,Afghanistan,Oil-Dependent,BASELINE,fa,3.95,5.82,0.0,19,10
gdelt_000437,2026-02-02,NHK World,Japan,Oil-Dependent,BASELINE,en,2.42,4.98,0.0,47,8
gdelt_000438,2026-02-02,NDTV,India,Oil-Dependent,BASELINE,en,-3.2,0.0,4.77,19,14
gdelt_000439,2026-02-02,Philippine Star,Philippines,Oil-Dependent,BASELINE,en,3.53,4.72,0.0,28,9
gdelt_000440,2026-02-02,Rappler,Philippines,Oil-Dependent,BASELINE,en,2.64,5.27,0.0,15,10
gdelt_000441,2026-02-02,Korea Herald,South Korea,Oil-Dependent,BASELINE,en,1.96,4.88,0.0,15,9
gdelt_000442,2026-02-02,Yonhap,South Korea,Oil-Dependent,BASELINE,en,3.23,4.35,0.0,8,10
gdelt_000443,2026-02-02,Dhaka Tribune,Bangladesh,Oil-Dependent,BASELINE,en,2.77,4.54,0.0,45,3
gdelt_000444,2026-02-02,Daily Star BD,Bangladesh,Oil-Dependent,BASELINE,en,1.94,2.5,0.65,17,11
gdelt_000445,2026-02-02,NRK,Norway,Oil-Independent,BASELINE,en,-0.79,0.75,3.26,33,14
gdelt_000446,2026-02-02,NRK,Norway,Oil-Independent,BASELINE,en,-0.13,1.99,0.62,26,15
gdelt_000447,2026-02-02,Folha de S.Paulo,Brazil,Oil-Independent,BASELINE,en,-0.06,0.46,2.44,17,13
gdelt_000448,2026-02-02,Sydney Morning Herald,Australia,Oil-Independent,BASELINE,en,1.8,3.53,0.0,30,1
gdelt_000449,2026-02-02,Press TV,Iran,Conflict-Zone,BASELINE,fa,3.09,3.16,0.0,43,5
gdelt_000450,2026-02-02,Fars News,Iran,Conflict-Zone,BASELINE,fa,1.37,3.1,1.09,19,7
gdelt_000451,2026-02-03,Nikkei Asia,Japan,Oil-Dependent,BASELINE,en,-0.99,1.15,3.97,46,6
gdelt_000452,2026-02-03,Nikkei Asia,Japan,Oil-Dependent,BASELINE,en,2.77,4.89,0.0,45,9
gdelt_000453,2026-02-03,Times of India,India,Oil-Dependent,BASELINE,en,3.73,6.27,0.0,19,6
gdelt_000454,2026-02-03,Dawn,Pakistan,Oil-Dependent,BASELINE,en,-0.84,1.92,1.89,18,14
gdelt_000455,2026-02-03,Dawn,Pakistan,Oil-Dependent,BASELINE,en,0.15,0.64,0.38,41,6
gdelt_000456,2026-02-03,Korea Herald,South Korea,Oil-Dependent,BASELINE,en,0.24,1.35,1.42,19,6
gdelt_000457,2026-02-03,Daily Star BD,Bangladesh,Oil-Dependent,BASELINE,en,-0.48,2.03,1.75,14,5
gdelt_000458,2026-02-03,Daily Star BD,Bangladesh,Oil-Dependent,BASELINE,en,-1.33,0.09,1.62,5,2
gdelt_000459,2026-02-03,Aftenposten,Norway,Oil-Independent,BASELINE,en,-1.56,0.0,4.42,47,15
gdelt_000460,2026-02-03,National Post,Canada,Oil-Independent,BASELINE,en,1.04,3.66,1.08,49,2
gdelt_000461,2026-02-03,Fox News,USA,Oil-Independent,BASELINE,en,2.19,2.28,0.0,1,6
gdelt_000462,2026-02-03,ABC Australia,Australia,Oil-Independent,BASELINE,en,0.03,1.47,0.44,6,13
gdelt_000463,2026-02-03,Sydney Morning Herald,Australia,Oil-Independent,BASELINE,en,0.79,2.61,1.79,13,8
gdelt_000464,2026-02-03,BBC,UK,Oil-Independent,BASELINE,en,-2.65,0.13,3.26,21,2
gdelt_000465,2026-02-03,Financial Times,UK,Oil-Independent,BASELINE,en,0.25,0.55,1.63,8,2
gdelt_000466,2026-02-04,NHK World,Japan,Oil-Dependent,BASELINE,en,-0.36,0.0,2.28,44,11
gdelt_000467,2026-02-04,Nikkei Asia,Japan,Oil-Dependent,BASELINE,en,1.31,1.86,0.0,13,15
gdelt_000468,2026-02-04,Philippine Star,Philippines,Oil-Dependent,BASELINE,en,0.75,2.06,1.12,6,11
gdelt_000469,2026-02-04,Dawn,Pakistan,Oil-Dependent,BASELINE,en,-0.13,1.83,0.5,15,1
gdelt_000470,2026-02-04,Korea Herald,South Korea,Oil-Dependent,BASELINE,en,2.72,4.96,0.26,49,6
gdelt_000471,2026-02-04,Daily Star BD,Bangladesh,Oil-Dependent,BASELINE,en,1.47,2.03,1.31,11,7
gdelt_000472,2026-02-04,NRK,Norway,Oil-Independent,BASELINE,en,0.98,3.79,1.65,5,10
gdelt_000473,2026-02-04,NRK,Norway,Oil-Independent,BASELINE,en,-2.74,0.0,3.31,35,14
gdelt_000474,2026-02-04,Globe and Mail,Canada,Oil-Independent,BASELINE,en,0.77,2.12,0.67,13,1
